date,year,month,country,arrivals,month_sin,month_cos,lag_1,lag_12,rolling_mean_3
2020-01-01,2020,1,AFGHANISTAN,65.0,0.49999999999999994,0.8660254037844387,38.0,49.0,52.666666666666664
2020-02-01,2020,2,AFGHANISTAN,64.0,0.8660254037844386,0.5000000000000001,65.0,47.0,55.666666666666664
2020-03-01,2020,3,AFGHANISTAN,17.0,1.0,6.123233995736766e-17,64.0,59.0,48.666666666666664
2020-04-01,2020,4,AFGHANISTAN,0.0,0.8660254037844387,-0.4999999999999998,17.0,38.0,27.0
2020-05-01,2020,5,AFGHANISTAN,0.0,0.49999999999999994,-0.8660254037844387,0.0,2.0,5.666666666666667
2020-06-01,2020,6,AFGHANISTAN,0.0,1.2246467991473532e-16,-1.0,0.0,12.0,0.0
2020-07-01,2020,7,AFGHANISTAN,0.0,-0.4999999999999997,-0.8660254037844388,0.0,47.0,0.0
2020-08-01,2020,8,AFGHANISTAN,0.0,-0.8660254037844385,-0.5000000000000004,0.0,54.0,0.0
2020-09-01,2020,9,AFGHANISTAN,0.0,-1.0,-1.8369701987210297e-16,0.0,50.0,0.0
2020-10-01,2020,10,AFGHANISTAN,0.0,-0.8660254037844386,0.5000000000000001,0.0,22.0,0.0
2020-11-01,2020,11,AFGHANISTAN,0.0,-0.5000000000000004,0.8660254037844384,0.0,55.0,0.0
2020-12-01,2020,12,AFGHANISTAN,0.0,-2.4492935982947064e-16,1.0,0.0,38.0,0.0
2022-01-01,2022,1,AFGHANISTAN,0.0,0.49999999999999994,0.8660254037844387,0.0,65.0,0.0
2022-02-01,2022,2,AFGHANISTAN,2.0,0.8660254037844386,0.5000000000000001,0.0,64.0,0.6666666666666666
2022-03-01,2022,3,AFGHANISTAN,16.0,1.0,6.123233995736766e-17,2.0,17.0,6.0
2022-04-01,2022,4,AFGHANISTAN,0.0,0.8660254037844387,-0.4999999999999998,16.0,0.0,6.0
2022-05-01,2022,5,AFGHANISTAN,1.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,5.666666666666667
2022-06-01,2022,6,AFGHANISTAN,0.0,1.2246467991473532e-16,-1.0,1.0,0.0,0.3333333333333333
2022-07-01,2022,7,AFGHANISTAN,2.0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0
2022-08-01,2022,8,AFGHANISTAN,0.0,-0.8660254037844385,-0.5000000000000004,2.0,0.0,0.6666666666666666
2022-09-01,2022,9,AFGHANISTAN,0.0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.6666666666666666
2022-10-01,2022,10,AFGHANISTAN,0.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0
2022-11-01,2022,11,AFGHANISTAN,7.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,2.3333333333333335
2022-12-01,2022,12,AFGHANISTAN,11.0,-2.4492935982947064e-16,1.0,7.0,0.0,6.0
2023-01-01,2023,1,AFGHANISTAN,9.0,0.49999999999999994,0.8660254037844387,11.0,0.0,9.0
2023-02-01,2023,2,AFGHANISTAN,2.0,0.8660254037844386,0.5000000000000001,9.0,2.0,7.333333333333333
2023-03-01,2023,3,AFGHANISTAN,1.0,1.0,6.123233995736766e-17,2.0,16.0,4.0
2023-04-01,2023,4,AFGHANISTAN,1.0,0.8660254037844387,-0.4999999999999998,1.0,0.0,1.3333333333333333
2023-05-01,2023,5,AFGHANISTAN,24.0,0.49999999999999994,-0.8660254037844387,1.0,1.0,8.666666666666666
2023-06-01,2023,6,AFGHANISTAN,6.0,1.2246467991473532e-16,-1.0,24.0,0.0,10.333333333333334
2023-07-01,2023,7,AFGHANISTAN,30.0,-0.4999999999999997,-0.8660254037844388,6.0,2.0,20.0
2023-08-01,2023,8,AFGHANISTAN,41.0,-0.8660254037844385,-0.5000000000000004,30.0,0.0,25.666666666666668
2023-09-01,2023,9,AFGHANISTAN,21.0,-1.0,-1.8369701987210297e-16,41.0,0.0,30.666666666666668
2023-10-01,2023,10,AFGHANISTAN,5.0,-0.8660254037844386,0.5000000000000001,21.0,0.0,22.333333333333332
2023-11-01,2023,11,AFGHANISTAN,25.0,-0.5000000000000004,0.8660254037844384,5.0,7.0,17.0
2023-12-01,2023,12,AFGHANISTAN,16.0,-2.4492935982947064e-16,1.0,25.0,11.0,15.333333333333334
2024-01-01,2024,1,AFGHANISTAN,26.0,0.49999999999999994,0.8660254037844387,16.0,9.0,22.333333333333332
2024-02-01,2024,2,AFGHANISTAN,21.0,0.8660254037844386,0.5000000000000001,26.0,2.0,21.0
2024-03-01,2024,3,AFGHANISTAN,18.0,1.0,6.123233995736766e-17,21.0,1.0,21.666666666666668
2024-04-01,2024,4,AFGHANISTAN,0.0,0.8660254037844387,-0.4999999999999998,18.0,1.0,13.0
2024-05-01,2024,5,AFGHANISTAN,20.0,0.49999999999999994,-0.8660254037844387,0.0,24.0,12.666666666666666
2024-06-01,2024,6,AFGHANISTAN,2.0,1.2246467991473532e-16,-1.0,20.0,6.0,7.333333333333333
2024-07-01,2024,7,AFGHANISTAN,15.0,-0.4999999999999997,-0.8660254037844388,2.0,30.0,12.333333333333334
2024-08-01,2024,8,AFGHANISTAN,18.0,-0.8660254037844385,-0.5000000000000004,15.0,41.0,11.666666666666666
2024-09-01,2024,9,AFGHANISTAN,5.0,-1.0,-1.8369701987210297e-16,18.0,21.0,12.666666666666666
2024-10-01,2024,10,AFGHANISTAN,7.0,-0.8660254037844386,0.5000000000000001,5.0,5.0,10.0
2024-11-01,2024,11,AFGHANISTAN,5.0,-0.5000000000000004,0.8660254037844384,7.0,25.0,5.666666666666667
2024-12-01,2024,12,AFGHANISTAN,61.0,-2.4492935982947064e-16,1.0,5.0,16.0,24.333333333333332
2025-01-01,2025,1,AFGHANISTAN,6.0,0.49999999999999994,0.8660254037844387,61.0,26.0,24.0
2025-02-01,2025,2,AFGHANISTAN,15.0,0.8660254037844386,0.5000000000000001,6.0,21.0,27.333333333333332
2025-03-01,2025,3,AFGHANISTAN,2.0,1.0,6.123233995736766e-17,15.0,18.0,7.666666666666667
2025-04-01,2025,4,AFGHANISTAN,21.0,0.8660254037844387,-0.4999999999999998,2.0,0.0,12.666666666666666
2025-05-01,2025,5,AFGHANISTAN,10.0,0.49999999999999994,-0.8660254037844387,21.0,20.0,11.0
2025-06-01,2025,6,AFGHANISTAN,2.0,1.2246467991473532e-16,-1.0,10.0,2.0,11.0
2025-07-01,2025,7,AFGHANISTAN,1.0,-0.4999999999999997,-0.8660254037844388,2.0,15.0,4.333333333333333
2025-08-01,2025,8,AFGHANISTAN,3.0,-0.8660254037844385,-0.5000000000000004,1.0,18.0,2.0
2025-09-01,2025,9,AFGHANISTAN,5.0,-1.0,-1.8369701987210297e-16,3.0,5.0,3.0
2025-10-01,2025,10,AFGHANISTAN,4.0,-0.8660254037844386,0.5000000000000001,5.0,7.0,4.0
2025-11-01,2025,11,AFGHANISTAN,3.0,-0.5000000000000004,0.8660254037844384,4.0,5.0,4.0
2025-12-01,2025,12,AFGHANISTAN,7.0,-2.4492935982947064e-16,1.0,3.0,61.0,4.666666666666667
2020-01-01,2020,1,ALBANIA,33.0,0.49999999999999994,0.8660254037844387,27.0,48.0,29.0
2020-02-01,2020,2,ALBANIA,38.0,0.8660254037844386,0.5000000000000001,33.0,33.0,32.666666666666664
2020-03-01,2020,3,ALBANIA,26.0,1.0,6.123233995736766e-17,38.0,54.0,32.333333333333336
2020-04-01,2020,4,ALBANIA,0.0,0.8660254037844387,-0.4999999999999998,26.0,43.0,21.333333333333332
2020-05-01,2020,5,ALBANIA,0.0,0.49999999999999994,-0.8660254037844387,0.0,40.0,8.666666666666666
2020-06-01,2020,6,ALBANIA,0.0,1.2246467991473532e-16,-1.0,0.0,31.0,0.0
2020-07-01,2020,7,ALBANIA,0.0,-0.4999999999999997,-0.8660254037844388,0.0,17.0,0.0
2020-08-01,2020,8,ALBANIA,0.0,-0.8660254037844385,-0.5000000000000004,0.0,15.0,0.0
2020-09-01,2020,9,ALBANIA,0.0,-1.0,-1.8369701987210297e-16,0.0,11.0,0.0
2020-10-01,2020,10,ALBANIA,0.0,-0.8660254037844386,0.5000000000000001,0.0,23.0,0.0
2020-11-01,2020,11,ALBANIA,0.0,-0.5000000000000004,0.8660254037844384,0.0,27.0,0.0
2020-12-01,2020,12,ALBANIA,0.0,-2.4492935982947064e-16,1.0,0.0,27.0,0.0
2021-01-01,2021,1,ALBANIA,0.0,0.49999999999999994,0.8660254037844387,0.0,33.0,0.0
2021-02-01,2021,2,ALBANIA,0.0,0.8660254037844386,0.5000000000000001,0.0,38.0,0.0
2021-03-01,2021,3,ALBANIA,0.0,1.0,6.123233995736766e-17,0.0,26.0,0.0
2021-04-01,2021,4,ALBANIA,0.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2021-05-01,2021,5,ALBANIA,0.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2021-06-01,2021,6,ALBANIA,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2021-07-01,2021,7,ALBANIA,0.0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0
2021-08-01,2021,8,ALBANIA,0.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0
2021-09-01,2021,9,ALBANIA,0.0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0
2021-10-01,2021,10,ALBANIA,0.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0
2021-11-01,2021,11,ALBANIA,0.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0
2021-12-01,2021,12,ALBANIA,3.0,-2.4492935982947064e-16,1.0,0.0,0.0,1.0
2022-01-01,2022,1,ALBANIA,21.0,0.49999999999999994,0.8660254037844387,3.0,0.0,8.0
2022-02-01,2022,2,ALBANIA,7.0,0.8660254037844386,0.5000000000000001,21.0,0.0,10.333333333333334
2022-03-01,2022,3,ALBANIA,10.0,1.0,6.123233995736766e-17,7.0,0.0,12.666666666666666
2022-04-01,2022,4,ALBANIA,6.0,0.8660254037844387,-0.4999999999999998,10.0,0.0,7.666666666666667
2022-05-01,2022,5,ALBANIA,7.0,0.49999999999999994,-0.8660254037844387,6.0,0.0,7.666666666666667
2022-06-01,2022,6,ALBANIA,8.0,1.2246467991473532e-16,-1.0,7.0,0.0,7.0
2022-07-01,2022,7,ALBANIA,4.0,-0.4999999999999997,-0.8660254037844388,8.0,0.0,6.333333333333333
2022-08-01,2022,8,ALBANIA,2.0,-0.8660254037844385,-0.5000000000000004,4.0,0.0,4.666666666666667
2022-09-01,2022,9,ALBANIA,2.0,-1.0,-1.8369701987210297e-16,2.0,0.0,2.6666666666666665
2022-10-01,2022,10,ALBANIA,3.0,-0.8660254037844386,0.5000000000000001,2.0,0.0,2.3333333333333335
2022-11-01,2022,11,ALBANIA,3.0,-0.5000000000000004,0.8660254037844384,3.0,0.0,2.6666666666666665
2022-12-01,2022,12,ALBANIA,10.0,-2.4492935982947064e-16,1.0,3.0,3.0,5.333333333333333
2023-01-01,2023,1,ALBANIA,6.0,0.49999999999999994,0.8660254037844387,10.0,21.0,6.333333333333333
2023-02-01,2023,2,ALBANIA,8.0,0.8660254037844386,0.5000000000000001,6.0,7.0,8.0
2023-03-01,2023,3,ALBANIA,4.0,1.0,6.123233995736766e-17,8.0,10.0,6.0
2023-04-01,2023,4,ALBANIA,6.0,0.8660254037844387,-0.4999999999999998,4.0,6.0,6.0
2023-05-01,2023,5,ALBANIA,7.0,0.49999999999999994,-0.8660254037844387,6.0,7.0,5.666666666666667
2023-06-01,2023,6,ALBANIA,9.0,1.2246467991473532e-16,-1.0,7.0,8.0,7.333333333333333
2023-07-01,2023,7,ALBANIA,12.0,-0.4999999999999997,-0.8660254037844388,9.0,4.0,9.333333333333334
2023-08-01,2023,8,ALBANIA,9.0,-0.8660254037844385,-0.5000000000000004,12.0,2.0,10.0
2023-09-01,2023,9,ALBANIA,3.0,-1.0,-1.8369701987210297e-16,9.0,2.0,8.0
2023-10-01,2023,10,ALBANIA,4.0,-0.8660254037844386,0.5000000000000001,3.0,3.0,5.333333333333333
2023-11-01,2023,11,ALBANIA,8.0,-0.5000000000000004,0.8660254037844384,4.0,3.0,5.0
2023-12-01,2023,12,ALBANIA,12.0,-2.4492935982947064e-16,1.0,8.0,10.0,8.0
2024-01-01,2024,1,ALBANIA,7.0,0.49999999999999994,0.8660254037844387,12.0,6.0,9.0
2024-02-01,2024,2,ALBANIA,6.0,0.8660254037844386,0.5000000000000001,7.0,8.0,8.333333333333334
2024-03-01,2024,3,ALBANIA,13.0,1.0,6.123233995736766e-17,6.0,4.0,8.666666666666666
2024-04-01,2024,4,ALBANIA,10.0,0.8660254037844387,-0.4999999999999998,13.0,6.0,9.666666666666666
2024-05-01,2024,5,ALBANIA,11.0,0.49999999999999994,-0.8660254037844387,10.0,7.0,11.333333333333334
2024-06-01,2024,6,ALBANIA,7.0,1.2246467991473532e-16,-1.0,11.0,9.0,9.333333333333334
2024-07-01,2024,7,ALBANIA,11.0,-0.4999999999999997,-0.8660254037844388,7.0,12.0,9.666666666666666
2024-08-01,2024,8,ALBANIA,13.0,-0.8660254037844385,-0.5000000000000004,11.0,9.0,10.333333333333334
2024-09-01,2024,9,ALBANIA,6.0,-1.0,-1.8369701987210297e-16,13.0,3.0,10.0
2024-10-01,2024,10,ALBANIA,8.0,-0.8660254037844386,0.5000000000000001,6.0,4.0,9.0
2024-11-01,2024,11,ALBANIA,10.0,-0.5000000000000004,0.8660254037844384,8.0,8.0,8.0
2024-12-01,2024,12,ALBANIA,15.0,-2.4492935982947064e-16,1.0,10.0,12.0,11.0
2025-01-01,2025,1,ALBANIA,17.0,0.49999999999999994,0.8660254037844387,15.0,7.0,14.0
2025-02-01,2025,2,ALBANIA,33.0,0.8660254037844386,0.5000000000000001,17.0,6.0,21.666666666666668
2025-03-01,2025,3,ALBANIA,10.0,1.0,6.123233995736766e-17,33.0,13.0,20.0
2025-04-01,2025,4,ALBANIA,14.0,0.8660254037844387,-0.4999999999999998,10.0,10.0,19.0
2025-05-01,2025,5,ALBANIA,13.0,0.49999999999999994,-0.8660254037844387,14.0,11.0,12.333333333333334
2025-06-01,2025,6,ALBANIA,3.0,1.2246467991473532e-16,-1.0,13.0,7.0,10.0
2025-07-01,2025,7,ALBANIA,8.0,-0.4999999999999997,-0.8660254037844388,3.0,11.0,8.0
2025-08-01,2025,8,ALBANIA,30.0,-0.8660254037844385,-0.5000000000000004,8.0,13.0,13.666666666666666
2025-09-01,2025,9,ALBANIA,14.0,-1.0,-1.8369701987210297e-16,30.0,6.0,17.333333333333332
2025-10-01,2025,10,ALBANIA,10.0,-0.8660254037844386,0.5000000000000001,14.0,8.0,18.0
2025-11-01,2025,11,ALBANIA,11.0,-0.5000000000000004,0.8660254037844384,10.0,10.0,11.666666666666666
2025-12-01,2025,12,ALBANIA,12.0,-2.4492935982947064e-16,1.0,11.0,15.0,11.0
2020-01-01,2020,1,ALGERIA,34.0,0.49999999999999994,0.8660254037844387,49.0,34.0,32.0
2020-02-01,2020,2,ALGERIA,41.0,0.8660254037844386,0.5000000000000001,34.0,32.0,41.333333333333336
2020-03-01,2020,3,ALGERIA,8.0,1.0,6.123233995736766e-17,41.0,36.0,27.666666666666668
2020-04-01,2020,4,ALGERIA,0.0,0.8660254037844387,-0.4999999999999998,8.0,32.0,16.333333333333332
2020-05-01,2020,5,ALGERIA,0.0,0.49999999999999994,-0.8660254037844387,0.0,3.0,2.6666666666666665
2020-06-01,2020,6,ALGERIA,0.0,1.2246467991473532e-16,-1.0,0.0,8.0,0.0
2020-07-01,2020,7,ALGERIA,0.0,-0.4999999999999997,-0.8660254037844388,0.0,3.0,0.0
2020-08-01,2020,8,ALGERIA,0.0,-0.8660254037844385,-0.5000000000000004,0.0,17.0,0.0
2020-09-01,2020,9,ALGERIA,0.0,-1.0,-1.8369701987210297e-16,0.0,29.0,0.0
2020-10-01,2020,10,ALGERIA,0.0,-0.8660254037844386,0.5000000000000001,0.0,16.0,0.0
2020-11-01,2020,11,ALGERIA,0.0,-0.5000000000000004,0.8660254037844384,0.0,13.0,0.0
2020-12-01,2020,12,ALGERIA,0.0,-2.4492935982947064e-16,1.0,0.0,49.0,0.0
2021-01-01,2021,1,ALGERIA,0.0,0.49999999999999994,0.8660254037844387,0.0,34.0,0.0
2021-02-01,2021,2,ALGERIA,0.0,0.8660254037844386,0.5000000000000001,0.0,41.0,0.0
2021-03-01,2021,3,ALGERIA,0.0,1.0,6.123233995736766e-17,0.0,8.0,0.0
2021-04-01,2021,4,ALGERIA,0.0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2021-05-01,2021,5,ALGERIA,0.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0
2021-06-01,2021,6,ALGERIA,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2021-07-01,2021,7,ALGERIA,0.0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0
2021-08-01,2021,8,ALGERIA,0.0,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0
2021-09-01,2021,9,ALGERIA,1.0,-1.0,-1.8369701987210297e-16,0.0,0.0,0.3333333333333333
2021-10-01,2021,10,ALGERIA,0.0,-0.8660254037844386,0.5000000000000001,1.0,0.0,0.3333333333333333
2021-11-01,2021,11,ALGERIA,8.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,3.0
2021-12-01,2021,12,ALGERIA,21.0,-2.4492935982947064e-16,1.0,8.0,0.0,9.666666666666666
2022-01-01,2022,1,ALGERIA,6.0,0.49999999999999994,0.8660254037844387,21.0,0.0,11.666666666666666
2022-02-01,2022,2,ALGERIA,24.0,0.8660254037844386,0.5000000000000001,6.0,0.0,17.0
2022-03-01,2022,3,ALGERIA,31.0,1.0,6.123233995736766e-17,24.0,0.0,20.333333333333332
2022-04-01,2022,4,ALGERIA,8.0,0.8660254037844387,-0.4999999999999998,31.0,0.0,21.0
2022-05-01,2022,5,ALGERIA,15.0,0.49999999999999994,-0.8660254037844387,8.0,0.0,18.0
2022-06-01,2022,6,ALGERIA,9.0,1.2246467991473532e-16,-1.0,15.0,0.0,10.666666666666666
2022-07-01,2022,7,ALGERIA,10.0,-0.4999999999999997,-0.8660254037844388,9.0,0.0,11.333333333333334
2022-08-01,2022,8,ALGERIA,9.0,-0.8660254037844385,-0.5000000000000004,10.0,0.0,9.333333333333334
2022-09-01,2022,9,ALGERIA,10.0,-1.0,-1.8369701987210297e-16,9.0,1.0,9.666666666666666
2022-10-01,2022,10,ALGERIA,12.0,-0.8660254037844386,0.5000000000000001,10.0,0.0,10.333333333333334
2022-11-01,2022,11,ALGERIA,11.0,-0.5000000000000004,0.8660254037844384,12.0,8.0,11.0
2022-12-01,2022,12,ALGERIA,29.0,-2.4492935982947064e-16,1.0,11.0,21.0,17.333333333333332
2023-01-01,2023,1,ALGERIA,21.0,0.49999999999999994,0.8660254037844387,29.0,6.0,20.333333333333332
2023-02-01,2023,2,ALGERIA,16.0,0.8660254037844386,0.5000000000000001,21.0,24.0,22.0
2023-03-01,2023,3,ALGERIA,15.0,1.0,6.123233995736766e-17,16.0,31.0,17.333333333333332
2023-04-01,2023,4,ALGERIA,33.0,0.8660254037844387,-0.4999999999999998,15.0,8.0,21.333333333333332
2023-05-01,2023,5,ALGERIA,22.0,0.49999999999999994,-0.8660254037844387,33.0,15.0,23.333333333333332
2023-06-01,2023,6,ALGERIA,25.0,1.2246467991473532e-16,-1.0,22.0,9.0,26.666666666666668
2023-07-01,2023,7,ALGERIA,29.0,-0.4999999999999997,-0.8660254037844388,25.0,10.0,25.333333333333332
2023-08-01,2023,8,ALGERIA,36.0,-0.8660254037844385,-0.5000000000000004,29.0,9.0,30.0
2023-09-01,2023,9,ALGERIA,39.0,-1.0,-1.8369701987210297e-16,36.0,10.0,34.666666666666664
2023-10-01,2023,10,ALGERIA,19.0,-0.8660254037844386,0.5000000000000001,39.0,12.0,31.333333333333332
2023-11-01,2023,11,ALGERIA,27.0,-0.5000000000000004,0.8660254037844384,19.0,11.0,28.333333333333332
2023-12-01,2023,12,ALGERIA,29.0,-2.4492935982947064e-16,1.0,27.0,29.0,25.0
2024-01-01,2024,1,ALGERIA,18.0,0.49999999999999994,0.8660254037844387,29.0,21.0,24.666666666666668
2024-02-01,2024,2,ALGERIA,38.0,0.8660254037844386,0.5000000000000001,18.0,16.0,28.333333333333332
2024-03-01,2024,3,ALGERIA,10.0,1.0,6.123233995736766e-17,38.0,15.0,22.0
2024-04-01,2024,4,ALGERIA,38.0,0.8660254037844387,-0.4999999999999998,10.0,33.0,28.666666666666668
2024-05-01,2024,5,ALGERIA,28.0,0.49999999999999994,-0.8660254037844387,38.0,22.0,25.333333333333332
2024-06-01,2024,6,ALGERIA,48.0,1.2246467991473532e-16,-1.0,28.0,25.0,38.0
2024-07-01,2024,7,ALGERIA,54.0,-0.4999999999999997,-0.8660254037844388,48.0,29.0,43.333333333333336
2024-08-01,2024,8,ALGERIA,49.0,-0.8660254037844385,-0.5000000000000004,54.0,36.0,50.333333333333336
2024-09-01,2024,9,ALGERIA,25.0,-1.0,-1.8369701987210297e-16,49.0,39.0,42.666666666666664
2024-10-01,2024,10,ALGERIA,26.0,-0.8660254037844386,0.5000000000000001,25.0,19.0,33.333333333333336
2024-11-01,2024,11,ALGERIA,28.0,-0.5000000000000004,0.8660254037844384,26.0,27.0,26.333333333333332
2024-12-01,2024,12,ALGERIA,37.0,-2.4492935982947064e-16,1.0,28.0,29.0,30.333333333333332
2025-01-01,2025,1,ALGERIA,26.0,0.49999999999999994,0.8660254037844387,37.0,18.0,30.333333333333332
2025-02-01,2025,2,ALGERIA,43.0,0.8660254037844386,0.5000000000000001,26.0,38.0,35.333333333333336
2025-03-01,2025,3,ALGERIA,19.0,1.0,6.123233995736766e-17,43.0,10.0,29.333333333333332
2025-04-01,2025,4,ALGERIA,20.0,0.8660254037844387,-0.4999999999999998,19.0,38.0,27.333333333333332
2025-05-01,2025,5,ALGERIA,31.0,0.49999999999999994,-0.8660254037844387,20.0,28.0,23.333333333333332
2025-06-01,2025,6,ALGERIA,37.0,1.2246467991473532e-16,-1.0,31.0,48.0,29.333333333333332
2025-07-01,2025,7,ALGERIA,23.0,-0.4999999999999997,-0.8660254037844388,37.0,54.0,30.333333333333332
2025-08-01,2025,8,ALGERIA,54.0,-0.8660254037844385,-0.5000000000000004,23.0,49.0,38.0
2025-09-01,2025,9,ALGERIA,64.0,-1.0,-1.8369701987210297e-16,54.0,25.0,47.0
2025-10-01,2025,10,ALGERIA,38.0,-0.8660254037844386,0.5000000000000001,64.0,26.0,52.0
2025-11-01,2025,11,ALGERIA,48.0,-0.5000000000000004,0.8660254037844384,38.0,28.0,50.0
2025-12-01,2025,12,ALGERIA,174.0,-2.4492935982947064e-16,1.0,48.0,37.0,86.66666666666667
2021-01-01,2021,1,ANDORRA,0.0,0.49999999999999994,0.8660254037844387,5.0,2.0,2.3333333333333335
2021-02-01,2021,2,ANDORRA,0.0,0.8660254037844386,0.5000000000000001,0.0,3.0,1.6666666666666667
2021-03-01,2021,3,ANDORRA,1.0,1.0,6.123233995736766e-17,0.0,5.0,0.3333333333333333
2021-04-01,2021,4,ANDORRA,0.0,0.8660254037844387,-0.4999999999999998,1.0,9.0,0.3333333333333333
2021-05-01,2021,5,ANDORRA,0.0,0.49999999999999994,-0.8660254037844387,0.0,4.0,0.3333333333333333
2021-06-01,2021,6,ANDORRA,0.0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2021-07-01,2021,7,ANDORRA,0.0,-0.4999999999999997,-0.8660254037844388,0.0,7.0,0.0
2021-08-01,2021,8,ANDORRA,0.0,-0.8660254037844385,-0.5000000000000004,0.0,7.0,0.0
2021-09-01,2021,9,ANDORRA,0.0,-1.0,-1.8369701987210297e-16,0.0,2.0,0.0
2021-10-01,2021,10,ANDORRA,0.0,-0.8660254037844386,0.5000000000000001,0.0,7.0,0.0
2021-11-01,2021,11,ANDORRA,3.0,-0.5000000000000004,0.8660254037844384,0.0,2.0,1.0
2021-12-01,2021,12,ANDORRA,1.0,-2.4492935982947064e-16,1.0,3.0,5.0,1.3333333333333333
2022-01-01,2022,1,ANDORRA,0.0,0.49999999999999994,0.8660254037844387,1.0,0.0,1.3333333333333333
2022-02-01,2022,2,ANDORRA,1.0,0.8660254037844386,0.5000000000000001,0.0,0.0,0.6666666666666666
2022-03-01,2022,3,ANDORRA,3.0,1.0,6.123233995736766e-17,1.0,1.0,1.3333333333333333
2022-04-01,2022,4,ANDORRA,0.0,0.8660254037844387,-0.4999999999999998,3.0,0.0,1.3333333333333333
2022-05-01,2022,5,ANDORRA,2.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.6666666666666667
2022-06-01,2022,6,ANDORRA,1.0,1.2246467991473532e-16,-1.0,2.0,0.0,1.0
2022-07-01,2022,7,ANDORRA,2.0,-0.4999999999999997,-0.8660254037844388,1.0,0.0,1.6666666666666667
2022-08-01,2022,8,ANDORRA,13.0,-0.8660254037844385,-0.5000000000000004,2.0,0.0,5.333333333333333
2022-09-01,2022,9,ANDORRA,0.0,-1.0,-1.8369701987210297e-16,13.0,0.0,5.0
2022-10-01,2022,10,ANDORRA,0.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,4.333333333333333
2022-11-01,2022,11,ANDORRA,0.0,-0.5000000000000004,0.8660254037844384,0.0,3.0,0.0
2022-12-01,2022,12,ANDORRA,3.0,-2.4492935982947064e-16,1.0,0.0,1.0,1.0
2023-01-01,2023,1,ANDORRA,4.0,0.49999999999999994,0.8660254037844387,3.0,0.0,2.3333333333333335
2023-02-01,2023,2,ANDORRA,1.0,0.8660254037844386,0.5000000000000001,4.0,1.0,2.6666666666666665
2023-03-01,2023,3,ANDORRA,1.0,1.0,6.123233995736766e-17,1.0,3.0,2.0
2023-04-01,2023,4,ANDORRA,3.0,0.8660254037844387,-0.4999999999999998,1.0,0.0,1.6666666666666667
2023-05-01,2023,5,ANDORRA,2.0,0.49999999999999994,-0.8660254037844387,3.0,2.0,2.0
2023-06-01,2023,6,ANDORRA,2.0,1.2246467991473532e-16,-1.0,2.0,1.0,2.3333333333333335
2023-07-01,2023,7,ANDORRA,7.0,-0.4999999999999997,-0.8660254037844388,2.0,2.0,3.6666666666666665
2023-08-01,2023,8,ANDORRA,15.0,-0.8660254037844385,-0.5000000000000004,7.0,13.0,8.0
2023-09-01,2023,9,ANDORRA,4.0,-1.0,-1.8369701987210297e-16,15.0,0.0,8.666666666666666
2023-10-01,2023,10,ANDORRA,7.0,-0.8660254037844386,0.5000000000000001,4.0,0.0,8.666666666666666
2023-11-01,2023,11,ANDORRA,1.0,-0.5000000000000004,0.8660254037844384,7.0,0.0,4.0
2023-12-01,2023,12,ANDORRA,6.0,-2.4492935982947064e-16,1.0,1.0,3.0,4.666666666666667
2024-01-01,2024,1,ANDORRA,3.0,0.49999999999999994,0.8660254037844387,6.0,4.0,3.3333333333333335
2024-02-01,2024,2,ANDORRA,6.0,0.8660254037844386,0.5000000000000001,3.0,1.0,5.0
2024-03-01,2024,3,ANDORRA,10.0,1.0,6.123233995736766e-17,6.0,1.0,6.333333333333333
2024-04-01,2024,4,ANDORRA,1.0,0.8660254037844387,-0.4999999999999998,10.0,3.0,5.666666666666667
2024-05-01,2024,5,ANDORRA,7.0,0.49999999999999994,-0.8660254037844387,1.0,2.0,6.0
2024-06-01,2024,6,ANDORRA,6.0,1.2246467991473532e-16,-1.0,7.0,2.0,4.666666666666667
2024-07-01,2024,7,ANDORRA,20.0,-0.4999999999999997,-0.8660254037844388,6.0,7.0,11.0
2024-08-01,2024,8,ANDORRA,25.0,-0.8660254037844385,-0.5000000000000004,20.0,15.0,17.0
